日期,TW50,TW50TR
2007-12-13,5865.99,7001.69
2007-12-14,5831.73,6960.8
2007-12-17,5665.56,6762.45
2007-12-18,5683.75,6784.16
2007-12-19,5841.08,6971.95
2007-12-20,5750.4,6863.71
2007-12-21,5824.86,6952.59
2007-12-24,5953.34,7105.95
2007-12-25,5962.4,7116.77
2007-12-26,5951.04,7103.2
2007-12-27,6068.04,7242.85
2007-12-28,6103.67,7285.38
2007-12-31,6163.24,7356.48
2008-01-02,5996.74,7157.74
2008-01-03,5884.56,7023.84
2008-01-04,5896.56,7038.17
2008-01-07,5635.29,6726.32
2008-01-08,5693.92,6796.3
2008-01-09,5815.96,6941.97
2008-01-10,5760.72,6876.03
2008-01-11,5743.48,6855.46
2008-01-14,5841.51,6972.46
2008-01-15,6022.71,7188.75
2008-01-16,5826.96,6955.1
2008-01-17,5786.26,6906.52
2008-01-18,5830.55,6959.39
2008-01-21,5763.29,6879.1
2008-01-22,5388.86,6432.18
2008-01-23,5341.83,6376.05
2008-01-24,5450.02,6505.18
2008-01-25,5613.01,6699.72
2008-01-28,5425.53,6475.94
2008-01-29,5518.25,6586.62
2008-01-30,5494.24,6557.96
2008-01-31,5507.44,6573.71
2008-02-01,5600.42,6684.69
2008-02-12,5492.54,6555.94
2008-02-13,5512.12,6579.3
2008-02-14,5751.36,6864.86
2008-02-15,5744.37,6856.52
2008-02-18,5716.56,6823.33
2008-02-19,5804.41,6928.18
2008-02-20,5715.58,6822.15
2008-02-21,5853.42,6986.69
2008-02-22,5874.78,7012.17
2008-02-25,6003.91,7166.3
2008-02-26,6041.1,7210.7
2008-02-27,6135.28,7323.12
2008-02-29,6045.89,7216.42
2008-03-03,5917.56,7063.24
2008-03-04,6068.3,7243.16
2008-03-05,6074.37,7250.41
2008-03-06,6237.33,7444.92
2008-03-07,6141.44,7330.46
2008-03-10,5950.75,7102.85
2008-03-11,6005.33,7168.0
2008-03-12,6053.52,7225.52
2008-03-13,5898.49,7040.47
2008-03-14,5854.55,6988.03
2008-03-17,5729.49,6838.75
2008-03-18,5756.74,6871.28
2008-03-19,5871.43,7008.17
2008-03-20,5977.61,7134.91
2008-03-21,6141.63,7330.69
2008-03-24,6386.31,7622.74
2008-03-25,6333.74,7560.0
2008-03-26,6299.82,7519.51
2008-03-27,6138.22,7326.62
2008-03-28,6121.62,7306.81
2008-03-31,6080.96,7258.27
2008-04-01,5985.63,7144.49
2008-04-02,6147.17,7337.3
2008-04-03,6139.89,7328.61
2008-04-07,6220.0,7424.24
2008-04-08,6179.23,7375.57
2008-04-09,6162.29,7355.35
2008-04-10,6284.6,7501.34
2008-04-11,6364.26,7596.42
2008-04-14,6321.2,7545.03
2008-04-15,6325.57,7550.24
2008-04-16,6429.38,7674.16
2008-04-17,6473.28,7726.54
2008-04-18,6442.82,7690.19
2008-04-21,6473.71,7727.07
2008-04-22,6423.7,7667.37
2008-04-23,6361.93,7593.65
2008-04-24,6340.74,7568.34
2008-04-25,6332.66,7558.71
2008-04-28,6467.49,7719.64
2008-04-29,6322.74,7546.87
2008-04-30,6356.89,7587.62
2008-05-02,6388.4,7625.23
2008-05-05,6271.09,7485.21
2008-05-06,6304.31,7524.86
2008-05-07,6341.24,7568.95
2008-05-08,6272.94,7487.42
2008-05-09,6208.76,7410.81
2008-05-12,6253.57,7464.3
2008-05-13,6387.81,7624.53
2008-05-14,6405.91,7646.14
2008-05-15,6504.65,7763.99
2008-05-16,6528.41,7792.35
2008-05-19,6578.47,7852.1
2008-05-20,6405.48,7645.63
2008-05-21,6343.48,7571.62
2008-05-22,6344.25,7572.54
2008-05-23,6223.18,7428.02
2008-05-26,6163.19,7356.42
2008-05-27,6214.16,7417.26
2008-05-28,6155.49,7347.23
2008-05-29,6189.59,7387.93
2008-05-30,6173.39,7368.6
2008-06-02,6276.37,7491.52
2008-06-03,6146.05,7335.97
2008-06-04,6176.95,7372.85
2008-06-05,6252.53,7463.06
2008-06-06,6249.42,7459.35
2008-06-09,6113.93,7297.62
2008-06-10,5957.88,7111.37
2008-06-11,5999.92,7161.54
2008-06-12,5834.71,6964.35
2008-06-13,5867.75,7003.78
2008-06-16,5916.24,7061.66
2008-06-17,5936.58,7085.95
2008-06-18,5938.04,7092.11
2008-06-19,5807.02,6935.62
2008-06-20,5718.29,6829.65
2008-06-23,5726.98,6840.02
2008-06-24,5641.62,6738.08
2008-06-25,5730.89,6864.04
2008-06-26,5680.84,6804.09
2008-06-27,5505.35,6593.91
2008-06-30,5525.45,6617.98
2008-07-01,5462.13,6545.05
2008-07-02,5358.72,6453.46
2008-07-03,5328.69,6424.11
2008-07-04,5215.92,6288.16
2008-07-07,5304.03,6394.38
2008-07-08,5092.15,6163.35
2008-07-09,5070.44,6137.08
2008-07-10,5078.22,6150.84
2008-07-11,5213.64,6314.87
2008-07-14,5122.03,6214.56
2008-07-15,4878.79,5937.33
2008-07-16,4800.96,5904.42
2008-07-17,5040.72,6204.41
2008-07-18,4945.81,6087.59
2008-07-21,5161.62,6353.23
2008-07-22,5117.57,6299.01
2008-07-23,5263.43,6480.04
2008-07-24,5293.39,6546.71
2008-07-25,5180.5,6409.13
2008-07-28,5180.5,6410.82
2008-07-29,5001.06,6192.75
2008-07-30,5063.57,6271.92
2008-07-31,5037.48,6253.62
2008-08-01,5041.69,6258.86
2008-08-04,5033.61,6248.82
2008-08-05,4927.15,6117.61
2008-08-06,5108.34,6349.97
2008-08-07,5113.16,6355.97
2008-08-08,5258.64,6546.54
2008-08-11,5346.61,6656.05
2008-08-12,5327.82,6641.31
2008-08-13,5304.82,6620.45
2008-08-14,5305.67,6629.19
2008-08-15,5220.19,6522.39
2008-08-18,5084.79,6353.22
2008-08-19,5055.43,6318.76
2008-08-20,5106.53,6384.15
2008-08-21,5025.49,6288.2
2008-08-22,5033.87,6298.69
2008-08-25,5127.97,6422.93
2008-08-26,5088.54,6373.53
2008-08-27,5178.14,6485.77
2008-08-28,5120.24,6413.25
2008-08-29,5108.2,6404.5
2008-09-01,4920.7,6169.42
2008-09-02,4824.2,6048.43
2008-09-03,4785.95,6000.48
2008-09-04,4674.91,5861.26
2008-09-05,4620.41,5792.92
2008-09-08,4894.32,6136.34
2008-09-09,4726.61,5926.07
2008-09-10,4727.54,5927.23
2008-09-11,4590.59,5755.53
2008-09-12,4643.51,5821.88
2008-09-15,4468.06,5601.91
2008-09-16,4270.39,5368.48
2008-09-17,4361.7,5483.27
2008-09-18,4284.93,5386.76
2008-09-19,4539.39,5706.65
2008-09-22,4623.87,5812.86
2008-09-23,4656.42,5853.78
2008-09-24,4584.36,5763.18
2008-09-25,4532.62,5698.14
2008-09-26,4460.48,5607.46
2008-09-29,4460.48,5607.46
2008-09-30,4302.54,5408.9
2008-10-01,4308.48,5416.37
2008-10-02,4237.2,5326.76
2008-10-03,4248.87,5341.43
2008-10-06,4055.32,5098.12
2008-10-07,4081.15,5130.58
2008-10-08,3839.57,4826.89
2008-10-09,3796.06,4772.19
2008-10-13,3724.91,4682.74
2008-10-14,3937.66,4950.2
2008-10-15,3894.51,4895.95
2008-10-16,3761.62,4728.89
2008-10-17,3671.94,4629.46
2008-10-20,3635.96,4584.1
2008-10-21,3622.55,4567.19
2008-10-22,3551.79,4477.98
2008-10-23,3446.62,4345.38
2008-10-24,3332.38,4201.36
2008-10-27,3173.55,4001.11
2008-10-28,3202.11,4037.11
2008-10-29,3224.72,4065.62
2008-10-30,3432.82,4327.98
2008-10-31,3597.08,4535.08
2008-11-03,3670.36,4627.47
2008-11-04,3671.34,4628.71
2008-11-05,3654.48,4607.44
2008-11-06,3431.8,4326.7
2008-11-07,3446.95,4345.8
2008-11-10,3432.65,4327.76
2008-11-11,3369.32,4247.92
2008-11-12,3362.45,4239.27
2008-11-13,3219.91,4059.56
2008-11-14,3234.39,4077.81
2008-11-17,3222.78,4063.17
2008-11-18,3120.2,3933.84
2008-11-19,3097.81,3905.61
2008-11-20,2941.87,3709.01
2008-11-21,3009.22,3793.92
2008-11-24,3000.27,3782.64
2008-11-25,3097.46,3905.18
2008-11-26,3082.57,3886.4
2008-11-27,3219.31,4058.79
2008-11-28,3229.06,4071.08
2008-12-01,3267.88,4120.03
2008-12-02,3135.07,3952.59
2008-12-03,3083.31,3887.34
2008-12-04,3051.04,3846.65
2008-12-05,3038.94,3831.39
2008-12-08,3191.39,4023.6
2008-12-09,3249.87,4097.33
2008-12-10,3406.94,4295.36
2008-12-11,3406.15,4294.36
2008-12-12,3255.57,4104.52
2008-12-15,3365.08,4242.58
2008-12-16,3374.31,4254.22
2008-12-17,3401.05,4287.93
2008-12-18,3415.89,4306.63
2008-12-19,3396.09,4281.68
2008-12-22,3290.24,4148.23
2008-12-23,3199.87,4034.29
2008-12-24,3208.87,4045.63
2008-12-25,3189.45,4021.15
2008-12-26,3205.08,4040.86
2008-12-29,3196.87,4030.5
2008-12-30,3333.42,4202.67
2008-12-31,3329.3,4197.46
2009-01-05,3427.87,4321.75
2009-01-06,3441.21,4338.56
2009-01-07,3483.98,4392.49
2009-01-08,3287.18,4144.36
2009-01-09,3244.06,4090.0
2009-01-10,3215.91,4054.5
2009-01-12,3206.99,4043.26
2009-01-13,3287.41,4144.65
2009-01-14,3269.67,4122.3
2009-01-15,3118.47,3931.66
2009-01-16,3144.99,3965.09
2009-01-17,3150.54,3972.09
2009-01-19,3156.16,3979.18
2009-01-20,3060.88,3859.05
2009-01-21,3067.75,3867.72
2009-02-02,3089.21,3894.78
2009-02-03,3164.62,3989.85
2009-02-04,3180.75,4010.18
2009-02-05,3152.59,3974.68
2009-02-06,3251.1,4098.88
2009-02-09,3283.3,4139.48
2009-02-10,3294.93,4154.14
2009-02-11,3344.36,4216.46
2009-02-12,3254.57,4103.25
2009-02-13,3352.45,4226.66
2009-02-16,3340.83,4212.01
2009-02-17,3252.3,4100.39
2009-02-18,3266.56,4118.37
2009-02-19,3297.06,4156.82
2009-02-20,3219.61,4059.17
2009-02-23,3257.51,4106.95
2009-02-24,3217.54,4056.57
2009-02-25,3271.02,4123.99
2009-02-26,3289.24,4146.96
2009-02-27,3311.91,4175.54
2009-03-02,3213.13,4051.0
2009-03-03,3219.56,4059.11
2009-03-04,3293.85,4152.78
2009-03-05,3369.61,4248.3
2009-03-06,3392.38,4276.99
2009-03-09,3354.13,4228.78
2009-03-10,3362.68,4239.56
2009-03-11,3438.66,4335.35
2009-03-12,3424.79,4317.87
2009-03-13,3536.23,4458.35
2009-03-16,3574.84,4507.03
2009-03-17,3624.21,4569.28
2009-03-18,3629.77,4576.3
2009-03-19,3617.41,4560.71
2009-03-20,3552.39,4478.73
2009-03-23,3675.16,4633.52
2009-03-24,3759.7,4740.1
2009-03-25,3820.88,4817.23
2009-03-26,3831.95,4831.2
2009-03-27,3813.63,4808.1
2009-03-30,3698.45,4662.89
2009-03-31,3701.32,4666.5
2009-04-01,3743.79,4720.04
2009-04-02,3859.25,4865.61
2009-04-03,3897.16,4913.41
2009-04-06,3917.37,4938.89
2009-04-07,3913.82,4934.42
2009-04-08,3800.42,4791.44
2009-04-09,3957.59,4989.6
2009-04-10,4023.51,5072.7
2009-04-13,4072.78,5134.82
2009-04-14,4100.6,5169.89
2009-04-15,4071.15,5132.77
2009-04-16,4161.04,5246.1
2009-04-17,4022.8,5071.81
2009-04-20,4076.83,5139.93
2009-04-21,4115.0,5188.06
2009-04-22,4085.11,5150.37
2009-04-23,4075.48,5138.23
2009-04-24,4062.51,5121.88
2009-04-27,3964.2,4997.92
2009-04-28,3926.0,4949.76
2009-04-29,3963.52,4997.07
2009-04-30,4230.03,5333.07
2009-05-04,4500.6,5674.2
2009-05-05,4567.39,5758.41
2009-05-06,4683.24,5904.48
2009-05-07,4639.64,5849.51
2009-05-08,4628.98,5836.06
2009-05-11,4654.36,5868.06
2009-05-12,4488.87,5659.42
2009-05-13,4510.45,5686.62
2009-05-14,4399.91,5547.25
2009-05-15,4487.34,5657.48
2009-05-18,4562.82,5752.64
2009-05-19,4635.27,5843.99
2009-05-20,4663.37,5879.42
2009-05-21,4655.24,5869.17
2009-05-22,4637.68,5847.02
2009-05-25,4600.46,5800.1
2009-05-26,4606.18,5807.32
2009-05-27,4773.75,6018.58
2009-06-01,4830.79,6090.49
2009-06-02,4853.19,6124.26
2009-06-03,4821.81,6084.68
2009-06-04,4702.07,5933.56
2009-06-05,4676.39,5901.16
2009-06-06,4735.86,5976.21
2009-06-08,4584.36,5785.03
2009-06-09,4458.44,5626.13
2009-06-10,4523.79,5708.6
2009-06-11,4578.33,5777.42
2009-06-12,4468.7,5639.07
2009-06-15,4332.5,5467.2
2009-06-16,4331.97,5466.54
2009-06-17,4306.04,5433.81
2009-06-18,4283.11,5404.89
2009-06-19,4330.48,5464.65
2009-06-22,4415.4,5571.82
2009-06-23,4297.0,5422.41
2009-06-24,4434.44,5595.84
2009-06-25,4479.17,5652.29
2009-06-26,4481.08,5654.7
2009-06-29,4426.95,5586.39
2009-06-30,4473.68,5645.37
2009-07-01,4568.53,5765.05
2009-07-02,4623.72,5834.7
2009-07-03,4608.9,5815.99
2009-07-06,4580.74,5786.04
2009-07-07,4628.14,5849.01
2009-07-08,4590.65,5808.55
2009-07-09,4654.76,5889.67
2009-07-10,4687.13,5930.63
2009-07-13,4540.09,5748.32
2009-07-14,4614.53,5846.52
2009-07-15,4659.47,5956.65
2009-07-16,4705.61,6019.94
2009-07-17,4740.16,6071.93
2009-07-20,4799.13,6151.15
2009-07-21,4803.11,6156.25
2009-07-22,4812.73,6168.58
2009-07-23,4813.95,6177.27
2009-07-24,4802.9,6171.51
2009-07-27,4842.41,6223.72
2009-07-28,4924.11,6329.19
2009-07-29,4861.55,6248.78
2009-07-30,4825.94,6208.78
2009-07-31,4880.81,6279.38
2009-08-03,4845.57,6260.38
2009-08-04,4786.79,6186.9
2009-08-05,4722.06,6103.23
2009-08-06,4750.34,6139.79
2009-08-07,4750.34,6139.79
2009-08-10,4750.46,6139.94
2009-08-11,4757.16,6148.6
2009-08-12,4747.18,6141.27
2009-08-13,4847.84,6273.19
2009-08-14,4869.09,6301.13
2009-08-17,4765.91,6171.19
2009-08-18,4689.53,6085.43
2009-08-19,4684.36,6078.73
2009-08-20,4669.31,6059.2
2009-08-21,4620.43,5995.77
2009-08-24,4757.38,6175.34
2009-08-25,4739.24,6153.69
2009-08-26,4692.31,6093.95
2009-08-27,4671.4,6066.81
2009-08-28,4769.39,6194.06
2009-08-31,4765.0,6188.37
2009-09-01,4905.22,6370.47
2009-09-02,4910.17,6376.9
2009-09-03,4946.53,6424.11
2009-09-04,4997.21,6489.94
2009-09-07,5052.24,6561.4
2009-09-08,5124.94,6655.83
2009-09-09,5078.61,6595.65
2009-09-10,5167.67,6711.32
2009-09-11,5140.19,6675.62
2009-09-14,5075.97,6592.22
2009-09-15,5137.25,6671.82
2009-09-16,5195.2,6747.07
2009-09-17,5229.69,6791.86
2009-09-18,5247.96,6815.58
2009-09-21,5208.56,6764.43
2009-09-22,5190.42,6740.86
2009-09-23,5156.34,6696.6
2009-09-24,5093.03,6614.38
2009-09-25,5102.35,6626.48
2009-09-28,5055.24,6565.31
2009-09-29,5188.48,6738.34
2009-09-30,5242.2,6808.11
2009-10-01,5274.33,6849.84
2009-10-02,5165.18,6708.08
2009-10-05,5163.04,6705.31
2009-10-06,5243.65,6809.99
2009-10-07,5283.87,6862.22
2009-10-08,5193.93,6745.42
2009-10-09,5240.44,6805.82
2009-10-12,5251.72,6820.47
2009-10-13,5248.63,6816.46
2009-10-14,5325.73,6916.58
2009-10-15,5360.08,6961.2
2009-10-16,5343.46,6939.61
2009-10-19,5359.73,6960.75
2009-10-20,5370.08,6974.18
2009-10-21,5326.03,6916.98
2009-10-22,5260.77,6832.22
2009-10-23,5291.24,6871.8
2009-10-26,5318.6,6907.32
2009-10-27,5317.06,6905.32
2009-10-28,5227.37,6788.85
2009-10-29,5114.07,6641.71
2009-10-30,5114.11,6641.76
2009-11-02,5117.02,6645.54
2009-11-03,5094.02,6615.67
2009-11-04,5184.7,6733.44
2009-11-05,5152.62,6691.77
2009-11-06,5192.75,6743.89
2009-11-09,5249.87,6818.06
2009-11-10,5299.64,6882.71
2009-11-11,5355.66,6955.46
2009-11-12,5357.12,6957.36
2009-11-13,5347.69,6945.11
2009-11-16,5442.21,7067.86
2009-11-17,5402.4,7016.16
2009-11-18,5405.42,7020.08
2009-11-19,5389.88,6999.91
2009-11-20,5322.71,6912.66
2009-11-23,5328.99,6920.82
2009-11-24,5352.81,6951.76
2009-11-25,5384.49,6992.9
2009-11-26,5374.45,6979.86
2009-11-27,5199.72,6752.94
2009-11-30,5250.08,6818.34
2009-12-01,5306.9,6892.14
2009-12-02,5317.17,6905.47
2009-12-03,5333.23,6926.33
2009-12-04,5299.71,6882.79
2009-12-07,5380.49,6987.71
2009-12-08,5372.96,6977.93
2009-12-09,5378.42,6985.02
2009-12-10,5298.38,6881.07
2009-12-11,5369.58,6973.54
2009-12-14,5374.47,6979.89
2009-12-15,5360.68,6961.97
2009-12-16,5307.61,6893.06
2009-12-17,5330.87,6923.26
2009-12-18,5331.53,6924.13
2009-12-21,5354.11,6953.45
2009-12-22,5409.3,7025.12
2009-12-23,5450.31,7078.39
2009-12-24,5499.03,7141.66
2009-12-25,5494.24,7135.44
2009-12-28,5546.54,7203.35
2009-12-29,5535.45,7188.96
2009-12-30,5568.16,7231.43
2009-12-31,5623.56,7303.38
2010-01-04,5643.96,7329.89
2010-01-05,5669.79,7363.43
2010-01-06,5767.46,7490.27
2010-01-07,5713.24,7419.86
2010-01-08,5735.61,7448.91
2010-01-11,5759.54,7479.99
2010-01-12,5735.47,7448.72
2010-01-13,5642.69,7328.23
2010-01-14,5718.74,7426.99
2010-01-15,5766.98,7489.64
2010-01-18,5730.62,7442.43
2010-01-19,5663.85,7355.71
2010-01-20,5636.77,7320.54
2010-01-21,5585.71,7254.23
2010-01-22,5439.85,7064.79
2010-01-25,5415.43,7033.08
2010-01-26,5276.58,6852.76
2010-01-27,5259.91,6831.11
2010-01-28,5328.64,6920.37
2010-01-29,5298.36,6881.04
2010-02-01,5195.59,6747.57
2010-02-02,5166.53,6709.84
2010-02-03,5260.95,6832.46
2010-02-04,5240.43,6805.81
2010-02-05,5042.92,6549.3
2010-02-06,5086.74,6606.21
2010-02-08,5067.46,6581.18
2010-02-09,5127.57,6659.24
2010-02-10,5170.76,6715.33
2010-02-22,5254.12,6823.59
2010-02-23,5274.76,6850.39
2010-02-24,5209.26,6765.34
2010-02-25,5134.04,6667.64
2010-02-26,5139.65,6674.92
2010-03-01,5232.58,6795.61
2010-03-02,5247.64,6815.18
2010-03-03,5260.77,6832.23
2010-03-04,5211.05,6767.65
2010-03-05,5283.51,6861.76
2010-03-08,5359.39,6960.3
2010-03-09,5361.76,6963.39
2010-03-10,5366.23,6969.19
2010-03-11,5342.86,6938.84
2010-03-12,5335.49,6929.27
2010-03-15,5254.31,6823.84
2010-03-16,5290.69,6871.08
2010-03-17,5392.37,7003.14
2010-03-18,5408.8,7024.48
2010-03-19,5407.95,7023.36
2010-03-22,5337.73,6932.17
2010-03-23,5324.59,6915.11
2010-03-24,5327.95,6919.47
2010-03-25,5345.57,6942.36
2010-03-26,5376.62,6982.68
2010-03-29,5411.14,7027.51
2010-03-30,5424.47,7044.83
2010-03-31,5384.87,6993.4
2010-04-01,5449.4,7077.2
2010-04-02,5453.22,7082.16
2010-04-06,5506.51,7151.38
2010-04-07,5529.26,7180.92
2010-04-08,5474.53,7109.84
2010-04-09,5501.86,7145.33
2010-04-12,5520.17,7169.12
2010-04-13,5458.98,7089.65
2010-04-14,5500.82,7143.98
2010-04-15,5544.94,7201.28
2010-04-16,5490.49,7130.57
2010-04-19,5351.45,6949.99
2010-04-20,5377.65,6984.02
2010-04-21,5430.33,7052.43
2010-04-22,5423.05,7042.98
2010-04-23,5440.06,7065.07
2010-04-26,5567.3,7230.32
2010-04-27,5568.82,7232.29
2010-04-28,5513.32,7160.22
2010-04-29,5474.03,7109.19
2010-04-30,5465.07,7097.55
2010-05-03,5433.86,7057.02
2010-05-04,5427.37,7048.6
2010-05-05,5270.62,6845.02
2010-05-06,5190.6,6741.09
2010-05-07,5178.98,6726.01
2010-05-10,5231.17,6793.78
2010-05-11,5188.32,6738.13
2010-05-12,5181.18,6728.86
2010-05-13,5302.17,6885.99
2010-05-14,5288.49,6868.22
2010-05-17,5171.49,6716.27
2010-05-18,5161.94,6703.87
2010-05-19,5123.5,6653.95
2010-05-20,5048.17,6556.11
2010-05-21,4958.62,6439.82
2010-05-24,5009.82,6506.31
2010-05-25,4870.29,6325.11
2010-05-26,4923.65,6394.4
2010-05-27,4938.71,6413.96
2010-05-28,4967.94,6451.93
2010-05-31,5015.79,6514.07
2010-06-01,4952.05,6431.29
2010-06-02,4877.64,6334.65
2010-06-03,4999.43,6492.82
2010-06-04,4982.08,6470.29
2010-06-07,4844.34,6291.4
2010-06-08,4817.81,6256.95
2010-06-09,4786.86,6216.75
2010-06-10,4862.0,6314.33
2010-06-11,4945.58,6422.88
2010-06-14,5009.93,6506.46
2010-06-15,5055.14,6565.17
2010-06-17,5098.84,6621.93
2010-06-18,5084.54,6603.36
2010-06-21,5175.4,6721.36
2010-06-22,5138.78,6673.8
2010-06-23,5107.94,6633.74
2010-06-24,5104.95,6635.96
2010-06-25,5037.32,6548.05
2010-06-28,5048.82,6562.98
2010-06-29,5003.24,6503.74
2010-06-30,4931.05,6409.9
2010-07-01,4864.78,6323.76
2010-07-02,4917.9,6392.81
2010-07-05,5006.26,6513.86
2010-07-06,5063.77,6644.33
2010-07-07,5056.52,6639.79
2010-07-08,5117.42,6740.49
2010-07-09,5157.39,6793.13
2010-07-12,5146.54,6785.35
2010-07-13,5109.7,6744.5
2010-07-14,5203.11,6876.73
2010-07-15,5185.2,6870.83
2010-07-16,5160.31,6837.84
2010-07-19,5144.58,6822.4
2010-07-20,5188.52,6880.68
2010-07-21,5174.37,6861.91
2010-07-22,5136.94,6821.87
2010-07-23,5217.79,6929.24
2010-07-26,5251.44,6980.49
2010-07-27,5227.23,6949.28
2010-07-28,5245.77,7006.04
2010-07-29,5261.44,7034.31
2010-07-30,5231.82,6994.72
2010-08-02,5333.39,7130.51
2010-08-03,5362.4,7169.3
2010-08-04,5353.34,7160.13
2010-08-05,5336.02,7136.96
2010-08-06,5346.63,7151.15
2010-08-09,5397.69,7219.44
2010-08-10,5355.32,7165.71
2010-08-11,5295.0,7106.65
2010-08-12,5237.44,7052.48
2010-08-13,5262.74,7088.68
2010-08-16,5288.61,7123.52
2010-08-17,5271.74,7100.8
2010-08-18,5266.32,7093.5
2010-08-19,5286.26,7120.36
2010-08-20,5273.17,7102.73
2010-08-23,5310.16,7152.55
2010-08-24,5278.18,7112.15
2010-08-25,5167.23,6977.26
2010-08-26,5155.81,6962.38
2010-08-27,5174.91,6988.17
2010-08-30,5200.41,7022.61
2010-08-31,5128.22,6925.12
2010-09-01,5127.32,6923.91
2010-09-02,5164.27,6973.8
2010-09-03,5238.47,7074.0
2010-09-06,5257.46,7099.65
2010-09-07,5257.41,7099.57
2010-09-08,5237.01,7072.03
2010-09-09,5241.45,7078.03
2010-09-10,5291.31,7145.36
2010-09-13,5451.46,7361.63
2010-09-14,5478.04,7397.52
2010-09-15,5491.49,7415.68
2010-09-16,5445.68,7353.82
2010-09-17,5481.6,7402.32
2010-09-20,5495.99,7421.75
2010-09-21,5503.08,7431.34
2010-09-23,5510.82,7441.78
2010-09-24,5480.17,7400.4
2010-09-27,5502.05,7429.94
2010-09-28,5509.24,7439.64
2010-09-29,5535.83,7475.56
2010-09-30,5536.45,7476.39
2010-10-01,5531.45,7469.64
2010-10-04,5531.58,7469.81
2010-10-05,5489.86,7413.48
2010-10-06,5543.31,7485.66
2010-10-07,5542.9,7485.11
2010-10-08,5511.61,7442.85
2010-10-11,5466.03,7381.3
2010-10-12,5393.1,7282.81
2010-10-13,5411.18,7307.23
2010-10-14,5500.49,7427.83
2010-10-15,5499.68,7426.75
2010-10-18,5387.99,7275.91
2010-10-19,5380.0,7265.12
2010-10-20,5440.64,7347.01
2010-10-21,5442.77,7349.89
2010-10-22,5473.11,7390.86
2010-10-25,5579.43,7534.43
2010-10-26,5607.57,7572.43
2010-10-27,5575.63,7529.3
2010-10-28,5625.29,7596.36
2010-10-29,5580.96,7536.49
2010-11-01,5665.32,7650.42
2010-11-02,5650.85,7630.87
2010-11-03,5651.77,7632.12
2010-11-04,5694.84,7690.28
2010-11-05,5753.63,7769.67
2010-11-08,5737.85,7748.37
2010-11-09,5744.06,7756.75
2010-11-10,5754.21,7770.46
2010-11-11,5719.71,7723.86
2010-11-12,5632.24,7605.75
2010-11-15,5609.54,7575.1
2010-11-16,5674.74,7663.13
2010-11-17,5625.19,7596.23
2010-11-18,5634.17,7608.35
2010-11-19,5655.03,7636.53
2010-11-22,5713.77,7715.85
2010-11-23,5672.79,7660.5
2010-11-24,5645.5,7623.65
2010-11-25,5691.47,7685.73
2010-11-26,5669.84,7656.52
2010-11-29,5680.15,7670.44
2010-11-30,5653.95,7635.06
2010-12-01,5767.31,7788.15
2010-12-02,5824.47,7865.33
2010-12-03,5871.51,7928.85
2010-12-06,5926.88,8003.63
2010-12-07,5918.34,7992.09
2010-12-08,5916.49,7989.6
2010-12-09,5945.99,8029.43
2010-12-10,5925.84,8002.23
2010-12-13,5922.97,7998.35
2010-12-14,5933.48,8012.53
2010-12-15,5966.35,8056.93
2010-12-16,5981.59,8077.51
2010-12-17,6018.78,8127.72
2010-12-20,5969.46,8061.13
2010-12-21,6002.73,8106.05
2010-12-22,6018.6,8127.48
2010-12-23,6042.77,8160.12
2010-12-24,6014.69,8122.21
2010-12-27,6037.29,8152.72
2010-12-28,6033.88,8148.12
2010-12-29,6040.83,8157.5
2010-12-30,6064.88,8189.98
2010-12-31,6116.61,8259.84
2011-01-03,6144.9,8298.04
2011-01-04,6109.91,8250.79
2011-01-05,5996.83,8098.09
2011-01-06,6018.8,8127.76
2011-01-07,5961.17,8049.93
2011-01-10,5998.52,8100.37
2011-01-11,6077.09,8206.47
2011-01-12,6099.37,8236.56
2011-01-13,6111.18,8252.5
2011-01-14,6108.59,8249.0
2011-01-17,6087.3,8220.26
2011-01-18,6139.88,8291.26
2011-01-19,6216.3,8394.46
2011-01-20,6165.15,8325.39
2011-01-21,6102.0,8240.11
2011-01-24,6112.81,8254.7
2011-01-25,6145.14,8298.37
2011-01-26,6197.76,8369.42
2011-01-27,6248.69,8438.2
2011-01-28,6297.94,8504.71
2011-02-08,6261.94,8456.1
2011-02-09,6168.3,8329.65
2011-02-10,6020.13,8129.56
2011-02-11,5884.01,7945.74
2011-02-14,5944.08,8026.86
2011-02-15,5971.44,8063.8
2011-02-16,5962.14,8051.24
2011-02-17,5945.54,8028.82
2011-02-18,6057.06,8179.42
2011-02-21,6046.17,8164.71
2011-02-22,5948.0,8032.14
2011-02-23,5860.57,7914.08
2011-02-24,5859.87,7913.13
2011-02-25,5905.31,7974.51
2011-03-01,5997.27,8098.69
2011-03-02,5906.76,7976.46
2011-03-03,5992.7,8092.51
2011-03-04,6056.5,8178.67
2011-03-07,5994.55,8095.01
2011-03-08,6021.6,8131.54
2011-03-09,6017.69,8126.26
2011-03-10,5923.95,7999.68
2011-03-11,5859.83,7913.08
2011-03-14,5856.27,7908.28
2011-03-15,5688.92,7682.28
2011-03-16,5744.81,7757.76
2011-03-17,5717.32,7720.64
2011-03-18,5774.54,7797.91
2011-03-21,5820.4,7859.84
2011-03-22,5835.84,7880.69
2011-03-23,5855.46,7907.19
2011-03-24,5879.94,7940.25
2011-03-25,5928.87,8006.32
2011-03-28,5887.12,7949.93
2011-03-29,5926.54,8003.17
